10.770132, 106.786845, 0.0, 1328, 1773889075
10.770144, 106.786851, 0.0, 1305, 1773889079
10.770135, 106.786843, 0.0, 1332, 1773889124
10.770202, 106.786925, 0.0, 1334, 1773889145
10.770213, 106.786938, 0.0, 1325, 1773889189
10.770209, 106.786939, 0.0, 1335, 1773889192
10.770277, 106.786994, 0.0, 1310, 1773889232
10.770269, 106.786997, 0.0, 1310, 1773889236
10.770273, 106.786981, 0.0, 1310, 1773889239
10.770202, 106.787062, 0.0, 1311, 1773889261
10.770223, 106.787044, 0.0, 1310, 1773889264
10.770219, 106.787041, 0.0, 1311, 1773889270
10.770165, 106.786964, 0.0, 1349, 1773889306
10.770172, 106.786964, 0.0, 1350, 1773889309
10.770178, 106.786971, 0.0, 1351, 1773889316
10.770088, 106.786862, 0.0, 1306, 1773889358
10.770097, 106.786901, 0.0, 1309, 1773889362
10.770082, 106.786923, 0.0, 1307, 1773889367
10.770154, 106.786920, 0.0, 1333, 1773889416
10.770124, 106.786943, 0.0, 1334, 1773889420
10.770149, 106.786913, 0.0, 1332, 1773889423
10.770211, 106.786998, 0.0, 1326, 1773889464
10.770209, 106.786978, 0.0, 1326, 1773889468
10.770215, 106.786971, 0.0, 1340, 1773889473
