10.842065, 106.845370, 17.4, 383, 1774185561
10.842066, 106.845371, 17.8, 384, 1774185561
10.842066, 106.845374, 17.6, 373, 1774185565
10.842068, 106.845377, 17.8, 0, 1774185567
10.842069, 106.845380, 18.5, 0, 1774185569
10.842070, 106.845383, 18.4, 304, 1774185571
10.842071, 106.845388, 18.5, 297, 1774185573
10.842073, 106.845392, 18.5, 0, 1774185576
10.842076, 106.845396, 18.7, 191, 1774185579
10.842078, 106.845396, 19.4, 170, 1774185581
10.842080, 106.845396, 19.1, 199, 1774185584
10.842081, 106.845397, 20.5, 129, 1774185587
